intervention_id,cycle_id,organization_id,indicator_id,plan_fiscal_year,change_idea_raw,change_idea_normalized,association_status,association_review,primary_category,secondary_tags,classification_method,classification_rule_used,classification_confidence,classification_reason,taxonomy_version,classification_evidence,override_reason,classification_review,workplan_source_ids,progress_source_ids,planned_methods_raw,process_measures_raw,process_targets_raw,workplan_comments_raw,implementation_status,implementation_flags_raw,implementation_notes_raw,progress_comments_raw,outcome_reference,analysis_eligible,analysis_exclusion_reason
intervention_570803103db874b1386a,cycle_5792d03a38a8d886a52d,org_6450c9c921968c16,ind_5314e24f5f6e6912,2025/26,Establishing a EDI framework in partnership with our community OHT.,Establishing a EDI framework in partnership with our community OHT.,workplan_only,source_exact_idea,Care Coordination & Communication,[],rule,"[""collaboration""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcollaborat\\w*\\b|\\bpartnership\\w*\\b|\\bcase management\\b|\\bpatient navigat\\w*\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_607""]",[],"[""Work with our Timiskaming Area Ontario Health Team and establish a gap analysis that will be launched as a survey.""]","[""Offer education to staff, volunteers and physicians""]","[""95% of BRH staff will complete EDI education in 2025/26.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_4f1a73e69f6038dc73a6,cycle_e4f16dfddc92c0aca052,org_6450c9c921968c16,ind_67ee717abbe20a1b,2024/25,Improve frontline nursing communication skills,Improve frontline nursing communication skills,workplan_only,source_exact_idea,Care Coordination & Communication,[],rule,"[""v1:Care Coordination & Communication:\\bcommunicat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcommunicat\\w*""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_539""]",[],"[""Learning the Teach back method""]","[""Clinical Education team will work with staff to ensure a full understanding of the teach back method and on-line will be completed by Q3""]","[""BRH will see an increase of positive responses to the ER survey as the education program is completed.""]","[""This information is gathered with patient surveys""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_617233c991cc6a417c22,cycle_beafac2cc7273f96cfd0,org_6450c9c921968c16,ind_67ee717abbe20a1b,2025/26,Complete roll out of how to provide feedback,Complete roll out of how to provide feedback,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_603""]",[],"[""Surveys, QR codes, business card""]","[""BRH will collect data and promote all types of feedback.""]","[""100% of patients will have the opportunity to provide feedback for all services at BRH.""]","[""We have started a Thankful Thursday on social media. This promotes compliments that were received recognizing the staff members noted.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_1c1aa91ef6f44d8fad2e,cycle_75ddd1bcae97540b2afe,org_6450c9c921968c16,ind_7ebd4762b8a6c688,2025/26,"Blanche River Health (BRH) is preparing to establish a dedicated team to conduct audits and implement quality improvement initiatives as part of our participation in the Emergency Department Return Visit Quality Program (EDRVQP). This team will include the Chief of Staff, an additional Emergency Department physician, the Critical Care Manager, and the Chief Nursing Officer. The team will take a structured approach to reviewing return visit data, identifying patterns, and developing targeted interventions to enhance patient safety and care quality.","Blanche River Health (BRH) is preparing to establish a dedicated team to conduct audits and implement quality improvement initiatives as part of our participation in the Emergency Department Return Visit Quality Program (EDRVQP). This team will include the Chief of Staff, an additional Emergency Department physician, the Critical Care Manager, and the Chief Nursing Officer. The team will take a structured approach to reviewing return visit data, identifying patterns, and developing targeted interventions to enhance patient safety and care quality.",workplan_only,source_exact_idea,"Data, Measurement & Dashboards",[],rule,"[""v1:Data, Measurement & Dashboards:\\baudit\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Data, Measurement & Dashboards"":[""\\baudit\\w*""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_609""]",[],"[""Data collection from Expanse to determine times of the day or week trends and patient flow challenges.""]","[""To determine trends to identify barriers to wait times- BRH will audit monthly with the hope to reduce daily wait times. This is a new project.""]","[""This is new indicator and we will be collecting baseline data.""]","[""We will also be introducing a real-time wait time display (“ED Clock”) to inform community members of anticipated wait times, encouraging those with non-urgent conditions to seek alternative care options; through the ED clock, we plan to increase public awareness of available care alternatives, such as pharmacist consultations and virtual care clinics, to reduce unnecessary ED visits.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous
intervention_c10c9407145b4ed692b0,cycle_22da0aa225ab0873eadb,org_6450c9c921968c16,ind_e666bcb709405e0f,2025/26,Introduction of a Emergency Department Wait Time clock in the hospital site's ED waiting rooms as well as the website.,Introduction of a Emergency Department Wait Time clock in the hospital site's ED waiting rooms as well as the website.,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_608""]",[],"[""Real time data will be available for patients visiting the ED. Alternate care options will also be provided on the website and in the waiting rooms.""]","[""Number of patients with a CTAS level of 4 or 5 registering for the ED and associated wait time to discharge in hours.""]","[""BRH would like to remain below the provincial average.""]","[""This is new indicator and will be monitoring with P4R and the EDRVQP.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous
intervention_512615e48e4667c50052,cycle_cd9520a0cdfbfe1e6459,org_6450c9c921968c16,ind_e7cd9b5804f1c518,2025/26,"This is a new indicator for BRH. With the introduction of electronic data capture in the ER, this will now be captured","This is a new indicator for BRH. With the introduction of electronic data capture in the ER, this will now be captured",workplan_and_progress,source_exact_idea,Technology & Digital Tools,[],rule,"[""v1:Technology & Digital Tools:\\belectronic\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Technology & Digital Tools"":[""\\belectronic\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_610""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_3""]","[""Monitor this data on a monthly basis and report quarterly to the Quality Committee of the Board, Management and the Physician group""]","[""This information is captured electronically in Expanse. This data will be pulled on a monthly basis and reported quarterly""]","[""Collecting data for both sites at this time. We were unable to capture this with paper charting previously.""]","[""This indicator will also be monitored with the P4R and the EDRQVP""]",Not implemented,"[""N""]","[""This indicator will be monitored with our People Centred Scorecard. On-going education and training continues to ensure this data is entered into Expanse. It will also be an indicator on the 26-27 QIP""]","[""This indicator will be added to the 26-27 QIP. We will monitor this data at our Patient Safety & Quality Steering committee. BRH was a late adopter to the P4R data submission and we are trying to understand the data as submitted and also working on clinical charting discrepancies to ensure the data is valid.""]","cycle_id; shared outcome, not independent intervention evidence",false,reporting_period_unverified
intervention_290b000af19676bca6e9,cycle_b61a8bc0f593bcbe5984,org_6450c9c921968c16,ind_ef4a9573ead4ee92,2024/25,"Monitoring - Expanse go-live will be May 14, 24. This could be increased due to workflow processes","Monitoring - Expanse go-live will be May 14, 24. This could be increased due to workflow processes",workplan_only,source_exact_idea,Technology & Digital Tools,[],rule,"[""digital_systems""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Technology & Digital Tools"":[""\\b(?:Meditech|Expanse|Cerner|Teletracking|RHIS|EPR|eCTAS|Qualtrics)\\b|\\b(?:digitiz|digitis)\\w*\\b|\\bvirtual (?:tools|care)\\b|\\bvideo (?:interpretation|monitoring)\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_540""]",[],"[""Regular reports ranging from weekly to monthly to quarter to validate workflow to collect accurate data.""]","[""On-going audits""]","[""Current target set just above current performance as we are unaware of the impact of Expanse implementation on this data.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,insufficient first-cycle ED longitudinal coverage
intervention_7f42be4f2f893e36143e,cycle_520db2ca2f76a031daeb,org_6450c9c921968c16,ind_ef4a9573ead4ee92,2025/26,Monitor wait times using Expanse reporting.,Monitor wait times using Expanse reporting.,workplan_only,source_exact_idea,"Data, Measurement & Dashboards","[""Technology & Digital Tools""]",rule,"[""measurement_verbs"",""digital_systems""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Data, Measurement & Dashboards"":[""\\b(?:measur(?:e|ing)|track(?:ing)?|monitor(?:ing)?)\\b.{0,65}\\b(?:rate|rates|data|time|times|results|performance|completion)\\b""],""Technology & Digital Tools"":[""\\b(?:Meditech|Expanse|Cerner|Teletracking|RHIS|EPR|eCTAS|Qualtrics)\\b|\\b(?:digitiz|digitis)\\w*\\b|\\bvirtual (?:tools|care)\\b|\\bvideo (?:interpretation|monitoring)\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_604""]",[],"[""On a quarterly basis, expanse reports will provide this data.""]","[""Number of ED patients that are required to be admitted, monitor time to in-patient bed.""]","[""To achieve less than the provincial target""]","[""As we are currently performing well with this indicator, BRH will continue to monitor this.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous
intervention_194b57235acaa3c8fc8e,cycle_b3e8d134193788c5cb43,org_67a7ed6a42947362,ind_0646035afd9bba7c,2024/25,Create and distribute a Discharge Medication Reconciliation educational tip sheet specific to obstetricians and the department workflow.,Create and distribute a Discharge Medication Reconciliation educational tip sheet specific to obstetricians and the department workflow.,workplan_only,source_exact_idea,Discharge & Transition Planning,"[""Training & Education""]",rule,"[""v1:Discharge & Transition Planning:\\bdischarg\\w*"",""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\bdischarg\\w*""],""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1319""]",[],"[""Self-measure based on the creation and distribution of the tip sheet.""]","[""Creation and distribution of tip sheet about discharge medication reconciliation.""]","[""The tip sheet is created and distributed to 100% of the Obstetricians by August 31, 2024.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_15a553aa596b5e9cc387,cycle_b3e8d134193788c5cb43,org_67a7ed6a42947362,ind_0646035afd9bba7c,2024/25,Creation of Discharge Medication Reconciliation educational tip sheet for surgeons and the department workflow.,Creation of Discharge Medication Reconciliation educational tip sheet for surgeons and the department workflow.,workplan_only,source_exact_idea,Discharge & Transition Planning,"[""Training & Education""]",rule,"[""v1:Discharge & Transition Planning:\\bdischarg\\w*"",""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\bdischarg\\w*""],""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1318""]",[],"[""Self-measure based on the creation and distribution of the tip sheet.""]","[""Creation of tip sheet about discharge medication reconciliation""]","[""The tip sheet is created and distributed to 100% of Surgeons by August 31, 2024.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_b137b3505a2b8f8ea612,cycle_b3e8d134193788c5cb43,org_67a7ed6a42947362,ind_0646035afd9bba7c,2024/25,The Medication Reconciliation Policy is updated to support the Medication reconciliation practice.,The Medication Reconciliation Policy is updated to support the Medication reconciliation practice.,workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bpolic(?:y|ies)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bpolic(?:y|ies)\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1320""]",[],"[""Self-measured by the Policy MRP (Director of Pharmacy) that the policy has been updated and approved for circulation.""]","[""The Medication Reconciliation Policy is updated.""]","[""By June 30, 2024, the Medication Reconciliation Policy is updated, including the addition of the medication reconciliation workflows.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_8e410006b7d19efccf13,cycle_e36524bdb26967d3fe6b,org_67a7ed6a42947362,ind_0646035afd9bba7c,2025/26,Change documentation practices to standardize documentation location (e.g. what is documented in home med section of Meditech vs. PCS),Change documentation practices to standardize documentation location (e.g. what is documented in home med section of Meditech vs. PCS),workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1393""]",[],"[""Tracked via MedSafe Committee based on project plan""]","[""Number of implemented BPMH document standards.""]","[""Implement 100% of changes aligned with BPMH standardized documentation by June 30, 2025""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_3a4cd5f05391b198ea62,cycle_e36524bdb26967d3fe6b,org_67a7ed6a42947362,ind_0646035afd9bba7c,2025/26,Creation of surgeon specific Discharge Medication Reconciliation educational tip sheets to provide individualized feedback and education.,Creation of surgeon specific Discharge Medication Reconciliation educational tip sheets to provide individualized feedback and education.,workplan_only,source_exact_idea,Discharge & Transition Planning,"[""Training & Education""]",rule,"[""v1:Discharge & Transition Planning:\\bdischarg\\w*"",""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\bdischarg\\w*""],""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1392""]",[],"[""Tracked via MedSafe Committee based on project plan""]","[""Percent of surgeons the tip sheet is distributed to.""]","[""The tip sheet is created and distributed to 100% of Surgeons by August 31, 2025.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_3ab3d26ccf0e080de792,cycle_e36524bdb26967d3fe6b,org_67a7ed6a42947362,ind_0646035afd9bba7c,2025/26,The Medication Reconciliation Policy is updated to support the Medication reconciliation practice.,The Medication Reconciliation Policy is updated to support the Medication reconciliation practice.,workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bpolic(?:y|ies)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bpolic(?:y|ies)\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1394""]",[],"[""Tracked via MedSafe Committee based on project plan""]","[""Approval of the Medication Reconciliation Policy""]","[""By June 30, 2025, the Medication Reconciliation Policy is updated and published on the corporate policy manager.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_62cbc109addb0b290baf,cycle_5b3a8fbe059fbedbb0e2,org_67a7ed6a42947362,ind_06590f50f65eac7e,2024/25,Alignment of physician resources with patient volume patterns.,Alignment of physician resources with patient volume patterns.,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1333""]",[],"[""Self-measure based on the implementation of change(s) to the physician schedule/ resources.""]","[""Adjustments to physician resources to align with patient volume patterns is completed.""]","[""By September 30, 2024, the process and practice to physician resources to align with patient volume patterns will be in place.""]","[""While the target of September 30, 2024, guides the work of instituting a process to adjust physician resources to align with the volume patterns of patients presenting to the emergency department, the richness will be in the ongoing process of evaluating volume patterns and adjusting physician resources to support care needs.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,insufficient first-cycle ED longitudinal coverage
intervention_a723dba2e5053e394284,cycle_5b3a8fbe059fbedbb0e2,org_67a7ed6a42947362,ind_06590f50f65eac7e,2024/25,Creation and roll-out of standard work for the triage model which includes role clarity and responsibilities for the initial assessment and reassessment of patients.,Creation and roll-out of standard work for the triage model which includes role clarity and responsibilities for the initial assessment and reassessment of patients.,workplan_only,source_exact_idea,Patient Streaming / Triage,[],rule,"[""v1:Patient Streaming / Triage:\\btriage\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Patient Streaming / Triage"":[""\\btriage\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1334""]",[],"[""Manual data collection by the emergency department leadership.""]","[""Percent of triage nurses who have received training.""]","[""By June 30, 2024, 100% of triage nurses will be trained on the standard work triage model and expectations surrounding assessment and reassessment.""]","[""Initial and reassessment at triage. Audit methodology Standard work development is underway and is slated to be completed by April 30, 2024. This will support the education and roll-out of the triage model and role expectations.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,insufficient first-cycle ED longitudinal coverage
intervention_f7e76ad01bc4137a5bf1,cycle_5b3a8fbe059fbedbb0e2,org_67a7ed6a42947362,ind_06590f50f65eac7e,2024/25,Recruitment of a Nurse Practitioner (NP) to the Emergency Department team.,Recruitment of a Nurse Practitioner (NP) to the Emergency Department team.,workplan_only,source_exact_idea,Staffing & Scheduling,[],rule,"[""v1:Staffing & Scheduling:\\brecruit\\w*"",""v1:Staffing & Scheduling:\\bnurse practitioner\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Staffing & Scheduling"":[""\\brecruit\\w*"",""\\bnurse practitioner\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1332""]",[],"[""To be tracked by the Director of the Emergency Department, when an NP has been onboarded into the Emergency Department.""]","[""A Nurse Practitioner is recruited to the ED.""]","[""By July 31, 2024, a NP will be recruited and onboarded in the Emergency Department.""]","[""The integration of a Nurse Practitioner into the Emergency Department aims to enhance the efficiency of patient assessments, thereby improving the department's capacity to promptly evaluate individuals seeking care. By facilitating earlier assessment (PIA), the NP's presence is anticipated to mitigate the occurrence of patients leaving without being seen (LWBS), consequently contribution to a reduction of the LWBS rate.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,insufficient first-cycle ED longitudinal coverage
intervention_1a347b95e5a6898447b2,cycle_45815847c19e810a9a3c,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2024/25,Conduct Occupational Health & Safety Management Systems audit using the Canadian Standards Association (CSA) standard Z45001.,Conduct Occupational Health & Safety Management Systems audit using the Canadian Standards Association (CSA) standard Z45001.,workplan_only,source_exact_idea,"Data, Measurement & Dashboards",[],rule,"[""v1:Data, Measurement & Dashboards:\\baudit\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Data, Measurement & Dashboards"":[""\\baudit\\w*""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1342""]",[],"[""Completion of the audit is tracked manually through an internal process by the Safety Officer.""]","[""The audit is completed.""]","[""By March 31, 2025, the audit is completed.""]","[""ISO/CSA Z45001 standard specifies the requirements and provides guidance to enable organizations to provide safe and healthy workplaces by preventing work-related injury and ill health, as well as by proactively improving their OHS performance.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_fdeaea13a4635d93ecc2,cycle_45815847c19e810a9a3c,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2024/25,"Expand Behaviour Support Ontario (BSO) education sessions beyond nursing to allied health, support services (e.g. security, environmental services and others)","Expand Behaviour Support Ontario (BSO) education sessions beyond nursing to allied health, support services (e.g. security, environmental services and others)",workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1339""]",[],"[""Advanced Practice Nurse in Geriatrics manually tracks all staff trained.""]","[""Number of staff trained through BSO education sessions.""]","[""15 staff trained in Behaviour Support by Q4 2024-2025.""]","[""Providing education assoicated with Behaviour Support gives staff additional tools to de-escalate situations that can arise with patients experiencing dementia, with a goal to avoiding a violent interaction.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_7b107c4b07c55dc0cb7f,cycle_45815847c19e810a9a3c,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2024/25,Implement the Public Services Health and Safety Association (PSHSA) Workplace Violence Risk Assessment (VRA) Tool.,Implement the Public Services Health and Safety Association (PSHSA) Workplace Violence Risk Assessment (VRA) Tool.,workplan_only,source_exact_idea,Safety & Risk Prevention,[],rule,"[""risk_assessment""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Safety & Risk Prevention"":[""\\b(?:risk assessments?|violence risk|environmental risk)\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1343""]",[],"[""Self-measure based on the implementation of the PSHSA VRA Tool.""]","[""PSHSA VRA Tool implemented (Completion Yes / No).""]","[""By September 30, 2024, the PSHSA VRA Tool will be implemented.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_bfaa5d0c0d3f19e31821,cycle_45815847c19e810a9a3c,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2024/25,Implement the agreed upon Violence Risk Assessment (VRA) action items within the Mental Health and Park Place departments.,Implement the agreed upon Violence Risk Assessment (VRA) action items within the Mental Health and Park Place departments.,workplan_only,source_exact_idea,Safety & Risk Prevention,[],rule,"[""risk_assessment""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Safety & Risk Prevention"":[""\\b(?:risk assessments?|violence risk|environmental risk)\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1344""]",[],"[""Self-measure based on the implementation and completion of the action items from the VRA actionable items.""]","[""Percent of actions implemented from the total number of VRA action items.""]","[""By March 31, 2025, 100% of the agreed-upon action items from the VRA related to Mental Health and Park Place will be fully implemented and completed.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_1d262b3d6b9de3e8f203,cycle_45815847c19e810a9a3c,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2024/25,Increase capacity in each training session for Gentle Persuasive Approach (GPA) techniques.,Increase capacity in each training session for Gentle Persuasive Approach (GPA) techniques.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1340""]",[],"[""The Advanced Practice Nurse in Geriatrics manually tracks all sessions offered.""]","[""Number of people in each session and number of sessions provided.""]","[""120 staff will be trained by Q4 2024-2025.""]","[""The team is planning to have up to 20 people trained in each of 6 education sessions planned.""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_4142aacea9aad4093b28,cycle_45815847c19e810a9a3c,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2024/25,Update the Handling Aggressive Behaviour e-learning module.,Update the Handling Aggressive Behaviour e-learning module.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\blearning\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\blearning\\b""]}",,unreviewed_rules,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1341""]",[],"[""Updates to the Handling Aggressive Behaviour e-learning module is completed.""]","[""The e-module is updated.""]","[""By December 31, 2024, the Handling Aggressive Behaviour e-learning module will be updated.""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_a69e8a060b3c63e95115,cycle_8d7af99a11284cafc223,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2025/26,Complete risk assessment for high risk area D3 and monitor compliance of completion of controls.,Complete risk assessment for high risk area D3 and monitor compliance of completion of controls.,workplan_only,source_exact_idea,"Data, Measurement & Dashboards","[""Safety & Risk Prevention""]",rule,"[""measurement_verbs"",""risk_assessment""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Data, Measurement & Dashboards"":[""\\b(?:measur(?:e|ing)|track(?:ing)?|monitor(?:ing)?)\\b.{0,65}\\b(?:rate|rates|data|time|times|results|performance|completion)\\b""],""Safety & Risk Prevention"":[""\\b(?:risk assessments?|violence risk|environmental risk)\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1414""]",[],"[""Self measured and reported to Senior Leadership Team and JOHSC""]","[""Percent completion of risk assessment in D3.""]","[""100% completion of assessment by end of Q4 2025-2026 measure action as complete or not complete""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
intervention_bec920c5275b145f95be,cycle_8d7af99a11284cafc223,org_67a7ed6a42947362,ind_37478f8fb5db2bb6,2025/26,Develop Gentle Persuasive Approach (GPA) training risk matrix to determine appropriate denominator and resultant compliance rate target.,Develop Gentle Persuasive Approach (GPA) training risk matrix to determine appropriate denominator and resultant compliance rate target.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1415""]",[],"[""Self measured by team""]","[""Develop risk matrix and enable calculation of compliance rate.""]","[""Develop matrix and determine denominator by end of Q2 2025-2026 measure action as complete or not complete""]","[""""]",Unknown,[],[],[],"cycle_id; shared outcome, not independent intervention evidence",false,outside primary ED analysis scope
