intervention_id,current_plan_group_id,organization_id,indicator_id,plan_fiscal_year,change_idea_raw,change_idea_normalized,association_status,association_review,primary_category,secondary_tags,classification_method,classification_rule_used,classification_confidence,classification_reason,taxonomy_version,classification_evidence,override_reason,classification_review,workplan_source_ids,progress_source_ids,planned_methods_raw,process_measures_raw,process_targets_raw,workplan_comments_raw
current_1cbf27236f6a9892fc0f,current_group_6cbdf1d9d11cd2390562,org_7aecc97c1caef653,ind_d861155bc9650d4f,2026/27,All LTCM and transitional units will use appropriate linen layers,All LTCM and transitional units will use appropriate linen layers,workplan_only,source_exact_idea,Discharge & Transition Planning,[],rule,"[""v1:Discharge & Transition Planning:\\btransition(?:s|al)?\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\btransition(?:s|al)?\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_470""]",[],"[""NPP education and audits on a quarterly basis""]","[""% of patients with appropriate linen layers""]","[""80% of eligible patients will have appropriate linen layers""]","[""""]"
current_6824cb455244c85406ac,current_group_6cbdf1d9d11cd2390562,org_7aecc97c1caef653,ind_d861155bc9650d4f,2026/27,Continue roll out of the Pique pad removal process across all LTCM and Transitional units.,Continue roll out of the Pique pad removal process across all LTCM and Transitional units.,workplan_only,source_exact_idea,Discharge & Transition Planning,[],rule,"[""v1:Discharge & Transition Planning:\\btransition(?:s|al)?\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\btransition(?:s|al)?\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_471""]",[],"[""Unit based roll out of Pique removal process""]","[""% of LTCM and Transitional units where Pique pads have been removed from clinical use""]","[""100% of units will have Pique pads removed from clinical use""]","[""""]"
current_ef7f51ae1c7af47d805a,current_group_afd25f0e4b3f484011f5,org_803e93a9e545177d,ind_06590f50f65eac7e,2026/27,"Strengthen ED Oversight, Early Assessment and Audit-Driven Improvements to Reduce LWBS","Strengthen ED Oversight, Early Assessment and Audit-Driven Improvements to Reduce LWBS",workplan_only,source_exact_idea,"Data, Measurement & Dashboards",[],rule,"[""v1:Data, Measurement & Dashboards:\\baudit\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Data, Measurement & Dashboards"":[""\\baudit\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1067""]",[],"[""- Complete 40 audits including the development and implementation of a Quality Improvement action plan as part of the Emergency Department Return Visit Quality Program (EDRVQP) requirements. - The Utilization Committee will conduct quarterly analyses of LWBS patterns using P4R data to help guide the implementation of mitigation strategies.""]","[""- Number of EDRVQP audits completed and % of audit-generated action items implemented. - Completion of quarterly Utilization Committee review of ED P4R indicators, included recommendations to Medical Advisory Committee.""]","[""- 40 audits completed with 100% corresponding QI action plans and Quarterly review of LWBS cases with flagged return visits. - 100% completion of all four quarterly Utilization Committee meetings.""]","[""""]"
current_bcecacd57c7882ae6f76,current_group_ff474fae9bb7d7785230,org_803e93a9e545177d,ind_5314e24f5f6e6912,2026/27,Support equity and reconciliation through Indigenous Canada Training for Executive-level Staff,Support equity and reconciliation through Indigenous Canada Training for Executive-level Staff,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1069""]",[],"[""Executive-level staff will participate in Indigenous Canada online course with Coursera offered by the Faculty of Native Studies at the University of Alberta.""]","[""Documentation of training completion submitted.""]","[""100% of executive-level staff completing required training components by fiscal year-end.""]","[""""]"
current_5ebed8e66694095d637d,current_group_c624e6b9b6236d3fdf0c,org_803e93a9e545177d,ind_5b2e1352e31909e8,2026/27,"Continue to expand and enhance internal surge capacity to accommodate a higher number of patients during peak periods, reducing ER wait times for inpatient beds.","Continue to expand and enhance internal surge capacity to accommodate a higher number of patients during peak periods, reducing ER wait times for inpatient beds.",workplan_only,source_exact_idea,Surge Management,[],rule,"[""v1:Surge Management:\\bsurge\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Surge Management"":[""\\bsurge\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1073""]",[],"[""- Regularly review surge protocols to quickly increase inpatient capacity during periods of high ED patient volume. - Increase flexibility in bed assignment.""]","[""- Surge protocol review - Flexibility in bed usage.""]","[""- Target activation of surge protocol within 4 hours of identifying high patient volume.""]","[""""]"
current_61ca4e84b0bb81c25f79,current_group_c624e6b9b6236d3fdf0c,org_803e93a9e545177d,ind_5b2e1352e31909e8,2026/27,"Ensure the accuracy, completeness, and timeliness of data on inpatient bed availability to enable better decision-making and more efficient bed management.","Ensure the accuracy, completeness, and timeliness of data on inpatient bed availability to enable better decision-making and more efficient bed management.",workplan_only,source_exact_idea,Bed & Capacity Management,[],rule,"[""v1:Bed & Capacity Management:\\bbed management\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Bed & Capacity Management"":[""\\bbed management\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1075""]",[],"[""- Standardize data collection practices across departments and facilities to improve consistency. - Reinforce with staff on the importance of accurate data entry and the impact it has on patient flow. - The Utilization Committee, reporting to MAC, will review admission related P4R metrics for recommended improvements.""]","[""- Data Accuracy - Staff Training - Completion of quarterly Utilization Committee review of ED P4R indicators, included recommendations to Medical Advisory Committee""]","[""- Target quarterly audits to ensure accurate data. - Target 95% of relevant staff trained on data entry protocols. - 100% completion of all four quarterly Utilization Committee meetings.""]","[""""]"
current_bc2d6c7655560ef6a0d2,current_group_c624e6b9b6236d3fdf0c,org_803e93a9e545177d,ind_5b2e1352e31909e8,2026/27,Optimize internal processes for overnight admissions to ensure timely patient placement and reduce wait times in the ER.,Optimize internal processes for overnight admissions to ensure timely patient placement and reduce wait times in the ER.,workplan_only,source_exact_idea,Admission & Transfer Process,[],rule,"[""v1:Admission & Transfer Process:\\badmission\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Admission & Transfer Process"":[""\\badmission\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1072""]",[],"[""Review patient flow process daily""]","[""Continue to reinforce internal policies""]","[""Education and implementation of policy and process.""]","[""""]"
current_3c41fd122f410b9f9d8a,current_group_c624e6b9b6236d3fdf0c,org_803e93a9e545177d,ind_5b2e1352e31909e8,2026/27,"Work with regional partners to coordinate bed leveling efforts and share resources, improving bed availability across the system and reducing ER wait times.","Work with regional partners to coordinate bed leveling efforts and share resources, improving bed availability across the system and reducing ER wait times.",workplan_only,source_exact_idea,Care Coordination & Communication,[],rule,"[""v1:Care Coordination & Communication:\\bcoordinat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcoordinat\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1074""]",[],"[""- Work with the SW Situational Surge Group - Continue collaboration with South Bruce Grey Health Centre in meeting regularly around interfacility transfers""]","[""Frequency of meetings""]","[""- SW Situational Surge Group meetings attended (Meetings occur weekly during surge.) - Bi-weekly interfacility transfer meeting touch bases with South Bruce Grey Health Centre""]","[""""]"
current_35bf52a57ead664656ae,current_group_1ca628c5eabac29721c9,org_803e93a9e545177d,ind_67ee717abbe20a1b,2026/27,Audit and improve discharge information materials with the guidance of the Patient and Family Advisors.,Audit and improve discharge information materials with the guidance of the Patient and Family Advisors.,workplan_only,source_exact_idea,Discharge & Transition Planning,"[""Data, Measurement & Dashboards""]",rule,"[""v1:Discharge & Transition Planning:\\bdischarg\\w*"",""v1:Data, Measurement & Dashboards:\\baudit\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Data, Measurement & Dashboards"":[""\\baudit\\w*""],""Discharge & Transition Planning"":[""\\bdischarg\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1066""]",[],"[""- Work with PFAC to develop standardized discharge packages to support informational needs. - Continue to monitor patient responses/satisfaction surveys indicating that they have received sufficient information prior to discharge.""]","[""- Completion status of standardized discharge packages. - Monitoring of Patient Satisfaction survey responses.""]","[""- Completion of standardized discharge packages with the input of PFAC. - Achieve 95% positive “Completely” responses for the patient satisfaction survey question, \""Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital.""]","[""""]"
current_a25fa1ee63c246ae2c2f,current_group_2e88fa1e9da339adc66c,org_803e93a9e545177d,ind_a8f6cca5fe8befdf,2026/27,"Utilize the Health Quality Ontario Delirium Aware Safer Healthcare (DASH) program to improve delirium screening, documentation, and early intervention practices across the hospital.","Utilize the Health Quality Ontario Delirium Aware Safer Healthcare (DASH) program to improve delirium screening, documentation, and early intervention practices across the hospital.",workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1068""]",[],"[""- Utilize the DASH (Delirium Assessment Screening and Hospitalization) program into daily clinical practices for all hospitalized patients, especially those at higher risk for delirium. - Participation in DASH Community of Practice (CoP) to engage Care Partners in recognizing early signs of delirium.""]","[""- Screening completion rate - Implement 1-2 DASH CoP ideas""]","[""- Collect the number of at-risk patients screened for delirium using the DASH tool within 24 hours of admission. - Completion of 1-2 CoP changes.""]","[""""]"
current_e6fecf320dae4e87e642,current_group_10585b486051bca0da51,org_803e93a9e545177d,ind_e7cd9b5804f1c518,2026/27,"Ensure the accuracy, completeness, and timeliness of data regarding ED wait times to Physician initial assessment.","Ensure the accuracy, completeness, and timeliness of data regarding ED wait times to Physician initial assessment.",workplan_only,source_exact_idea,Emergency Department Workflow,[],rule,"[""v1:Emergency Department Workflow:\\bphysician initial assessment\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Emergency Department Workflow"":[""\\bphysician initial assessment\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1070""]",[],"[""- Continue to conduct regular data audits to identify inaccuracies or missing data in ED wait time logs. - Utilize standard process for recording wait times to reduce data entry errors.""]","[""- Data Accuracy - Audit frequency""]","[""- Data accuracy: Collect baseline accuracy in recorded ED wait times to physician initial assessment. - Audit frequency: Target quarterly audits to review and correct data entry issues.""]","[""""]"
current_c5c19c454334ff9b41a3,current_group_10585b486051bca0da51,org_803e93a9e545177d,ind_e7cd9b5804f1c518,2026/27,Reinforce the importance of accurate data and reducing wait times to ensure consistent adherence to timeliness guidelines for initial assessments.,Reinforce the importance of accurate data and reducing wait times to ensure consistent adherence to timeliness guidelines for initial assessments.,workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bguideline\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bguideline\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1071""]",[],"[""The Utilization Committee, reporting to MAC, will review P4R data quarterly, identify contributing factors to delays, and recommend actions to improve PIA timelines.""]","[""Completion of quarterly Utilization Committee review of ED P4R indicators, included recommendations to Medical Advisory Committee""]","[""100% completion of all four quarterly Utilization Committee meetings.""]","[""""]"
current_d9be5f7582f69eff032a,current_group_1362696bb78589d0c4b7,org_81bf474b8a591abb,ind_0646035afd9bba7c,2026/27,Establish a clear and documented process to notify the pharmacy of anticipated patient discharges to support medication reconciliation and discharge readiness.,Establish a clear and documented process to notify the pharmacy of anticipated patient discharges to support medication reconciliation and discharge readiness.,workplan_only,source_exact_idea,Discharge & Transition Planning,[],rule,"[""v1:Discharge & Transition Planning:\\bdischarg\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\bdischarg\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_444""]",[],"[""Collaborate with pharmacy, discharge planning team, and unit leadership to establish a standardized workflow for notifying pharmacy of upcoming discharges. Determine the appropriate timing for notification (e.g., 24–48 hours before discharge, when feasible). Share the workflow with clinical teams and integrate it into existing discharge planning procedures. Track implementation through regular chart audits.""]","[""Percentage of planned discharges with prior pharmacy notification.""]","[""Establish baseline in Q1 and achieve =80% pharmacy notification for anticipated discharges by year end.""]","[""Baseline informed by December 2025 random chart audit. Pharmacy leadership confirmed documentation locations and workflow context,""]"
current_f451899b9509d574516c,current_group_1362696bb78589d0c4b7,org_81bf474b8a591abb,ind_0646035afd9bba7c,2026/27,Implement a medication list review process for repatriated patients prior to transfer to SLMHC.,Implement a medication list review process for repatriated patients prior to transfer to SLMHC.,workplan_only,source_exact_idea,Admission & Transfer Process,[],rule,"[""v1:Admission & Transfer Process:\\btransfer\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Admission & Transfer Process"":[""\\btransfer\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_445""]",[],"[""\""Develop a process to request a medication list or recent MAR from sending hospitals once repatriation is accepted. Share the medication list with the pharmacy before patient arrival for review. Ensure the required medications are available before transfer, or coordinate with the sending facility if needed. Monitor through periodic review of repatriation cases.\""""]","[""Percentage of repatriated patients where a medication list or MAR is received and reviewed by pharmacy prior to arrival.""]","[""Establish baseline and achieve =90% medication list review before repatriation, where documentation is available.""]","[""""]"
current_763cec5bb9d6bb38ca22,current_group_1362696bb78589d0c4b7,org_81bf474b8a591abb,ind_0646035afd9bba7c,2026/27,Track medication transition issues using Risk Pro reporting and pharmacy feedback to find improvement opportunities.,Track medication transition issues using Risk Pro reporting and pharmacy feedback to find improvement opportunities.,workplan_only,source_exact_idea,Discharge & Transition Planning,[],rule,"[""v1:Discharge & Transition Planning:\\btransition(?:s|al)?\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Discharge & Transition Planning"":[""\\btransition(?:s|al)?\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_446""]",[],"[""Review Risk Pro reports related to medication transitions and discharge medication issues. Share findings with pharmacy leadership and clinical teams. Identify recurring issues and implement targeted workflow improvements where needed.""]","[""Number of medication transition issues identified through Risk Pro review.""]","[""Completed quarterly review and implemented improvement actions based on identified trends.""]","[""""]"
current_b8250f3dd84c66ef26b1,current_group_bb00cc3587b8dc51b573,org_81bf474b8a591abb,ind_06590f50f65eac7e,2026/27,Rapid Medical Assessment (RMA) During Peak Hours: Establish a dedicated RMA block during peak times where a provider quickly evaluates low-acuity patients early. This aims to reduce patient backlog and improve Emergency Department flow. Implementation will be discussed alongside planned physician FTE and opportunities to create appropriate space for low-acuity patient assessment.,Rapid Medical Assessment (RMA) During Peak Hours: Establish a dedicated RMA block during peak times where a provider quickly evaluates low-acuity patients early. This aims to reduce patient backlog and improve Emergency Department flow. Implementation will be discussed alongside planned physician FTE and opportunities to create appropriate space for low-acuity patient assessment.,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_447""]",[],"[""Create an RMA block schedule during peak hours once physician FTE and appropriate space are available. Use historical ED data to identify peak LWBS hours for scheduling guidance.""]","[""Percentage of ED waiting room patients with documented nursing check-ins.""]","[""Sixty percent of CTAS 4–5 patients are evaluated within 60 minutes of arrival.""]","[""Change ideas emphasize early patient engagement and communication, which have been identified through patient feedback as key contributors to LWBS.""]"
current_541e4e5f689a08257ee6,current_group_bb00cc3587b8dc51b573,org_81bf474b8a591abb,ind_06590f50f65eac7e,2026/27,"Standardize ED waiting room rounding and check-in procedures, including scheduled nursing check-ins (e.g., every 60–90 minutes) and documentation in the ECTAS platform to monitor patients and facilitate communication during wait times.","Standardize ED waiting room rounding and check-in procedures, including scheduled nursing check-ins (e.g., every 60–90 minutes) and documentation in the ECTAS platform to monitor patients and facilitate communication during wait times.",workplan_only,source_exact_idea,Care Coordination & Communication,"[""Policy / Standardization""]",rule,"[""v1:Care Coordination & Communication:\\bcommunicat\\w*"",""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcommunicat\\w*""],""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_448""]",[],"[""Implement scheduled nursing check-ins every 60–90 minutes, documenting in the ECTAS platform, and provide staff orientation on rounding and documentation expectations.""]","[""Percentage of ED waiting room patients with documented nursing check-ins.""]","[""At least 80% of patients in the ED waiting room have documented check-ins during their stay.""]","[""""]"
current_aeafb65819d52664e4e1,current_group_bb00cc3587b8dc51b573,org_81bf474b8a591abb,ind_06590f50f65eac7e,2026/27,Triage Liaison Role for High-Risk LWBS Assign staff during busy times to identify and engage patients at risk of leaving without being seen (LWBS) and provide updates on wait times and next steps in care.,Triage Liaison Role for High-Risk LWBS Assign staff during busy times to identify and engage patients at risk of leaving without being seen (LWBS) and provide updates on wait times and next steps in care.,workplan_only,source_exact_idea,Patient Streaming / Triage,[],rule,"[""v1:Patient Streaming / Triage:\\btriage\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Patient Streaming / Triage"":[""\\btriage\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_449""]",[],"[""Establish a triage liaison role during peak ED times to identify and connect with patients at risk of leaving without being seen (LWBS). Staff will provide updates, reassessments, and communicate about wait times and next steps.""]","[""LWBS rate during peak ED hours.""]","[""Lower the LWBS rate during peak ED hours by 30% within a year.""]","[""""]"
current_7978c473bb05b8ac89ef,current_group_628e56390cc616a03f3e,org_81bf474b8a591abb,ind_209117cfef6fa7e7,2026/27,"Sepsis Case Review Process Conduct quarterly reviews of confirmed sepsis cases to identify missed early warning signs, treatment delays, and opportunities for improvement.","Sepsis Case Review Process Conduct quarterly reviews of confirmed sepsis cases to identify missed early warning signs, treatment delays, and opportunities for improvement.",workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_453""]",[],"[""Maintain a sepsis case tracking log and hold quarterly multidisciplinary case reviews to identify missed early signs, treatment delays, and opportunities for improvement.""]","[""Number of confirmed sepsis cases reviewed.""]","[""Completed quarterly review of sepsis cases.""]","[""""]"
current_df74adc00d6a74191aec,current_group_628e56390cc616a03f3e,org_81bf474b8a591abb,ind_209117cfef6fa7e7,2026/27,"Standardized Sepsis Screening at Triage Implement uniform sepsis screening during triage using validated tools (e.g., qSOFA, NEWS2) for patients showing infection-related symptoms to enable earlier detection of potential sepsis.","Standardized Sepsis Screening at Triage Implement uniform sepsis screening during triage using validated tools (e.g., qSOFA, NEWS2) for patients showing infection-related symptoms to enable earlier detection of potential sepsis.",workplan_only,source_exact_idea,Patient Streaming / Triage,"[""Policy / Standardization""]",rule,"[""v1:Patient Streaming / Triage:\\btriage\\b"",""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Patient Streaming / Triage"":[""\\btriage\\b""],""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_452""]",[],"[""Adopt validated sepsis screening tools at triage and provide staff orientation and onboarding education to support consistent use.""]","[""Percentage of ED patients presenting with infection-related symptoms who are screened for sepsis at triage.""]","[""=95% of infection-related presentations screened for sepsis at triage.""]","[""Year 1 focus is on establishing reliable baseline measurement and standardized screening processes.""]"
current_55c8e5b0ff9dbe0c790c,current_group_c19e3ea9b1176558215b,org_81bf474b8a591abb,ind_3d0a4a6bfceaaee4,2026/27,Case Tracking & Review Create a straightforward log to track suspected and confirmed blastomycosis cases for quarterly review.,Case Tracking & Review Create a straightforward log to track suspected and confirmed blastomycosis cases for quarterly review.,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_451""]",[],"[""Create a straightforward tracking log for suspected and confirmed blastomycosis cases and review these cases quarterly during Quality and Infection Prevention & Control meetings.""]","[""Number of suspected and confirmed blastomycosis cases recorded in the tracking log and reviewed quarterly.""]","[""Quarterly review of blastomycosis cases.""]","[""""]"
current_48e3a2d91884f273cf40,current_group_c19e3ea9b1176558215b,org_81bf474b8a591abb,ind_3d0a4a6bfceaaee4,2026/27,Clinical Awareness & Education – Regional Infectious Disease Awareness Provide education and awareness to Emergency Department and inpatient nursing staff during orientation about region-specific diseases like blastomycosis.,Clinical Awareness & Education – Regional Infectious Disease Awareness Provide education and awareness to Emergency Department and inpatient nursing staff during orientation about region-specific diseases like blastomycosis.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\beducat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\beducat\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_450""]",[],"[""Include information on regional infectious diseases, such as blastomycosis, in staff orientation and educational materials to support early recognition and proper clinical awareness. Create educational posters and awareness messages emphasizing regional blastomycosis risk factors.""]","[""Percentage of ED and inpatient nursing staff receiving regional infectious disease awareness training during orientation.""]","[""Over 90% of ED and inpatient nursing staff receive regional infectious disease awareness training during orientation.""]","[""Indicator promotes regional infectious disease surveillance and early detection, not volume reduction.""]"
current_38410d52c7584cb22f0e,current_group_e416b92a57fbbeba843a,org_81bf474b8a591abb,ind_473ea6f57202d61b,2026/27,Establish pre-triage nursing contact for all ED patients upon arrival.,Establish pre-triage nursing contact for all ED patients upon arrival.,workplan_only,source_exact_idea,Patient Streaming / Triage,[],rule,"[""v1:Patient Streaming / Triage:\\btriage\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Patient Streaming / Triage"":[""\\btriage\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_455""]",[],"[""Train staff on the pre-triage process and ensure compliance.""]","[""Percentage of ED patients receiving initial nursing pre-triage contact upon arrival""]","[""Collect baseline data.""]","[""Facilitates early patient assessment and enhances patient flow.""]"
current_f2e7c78ee41446000983,current_group_739dc97cf28fc115944b,org_81bf474b8a591abb,ind_75ae7cc714186667,2026/27,"Focused Early Week Discharge Planning: Encourage inpatient units to start discharge planning and coordination earlier in the week, aiming to increase the number of discharges when appropriate.","Focused Early Week Discharge Planning: Encourage inpatient units to start discharge planning and coordination earlier in the week, aiming to increase the number of discharges when appropriate.",workplan_only,source_exact_idea,Discharge & Transition Planning,"[""Care Coordination & Communication""]",rule,"[""v1:Discharge & Transition Planning:\\bdischarg\\w*"",""v1:Care Coordination & Communication:\\bcoordinat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcoordinat\\w*""],""Discharge & Transition Planning"":[""\\bdischarg\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_454""]",[],"[""Collaborate with inpatient unit managers and care teams to initiate discharge planning earlier in the week (e.g., Monday/Tuesday focus). Implement daily review of patients with anticipated discharge within 24–48 hours. Monitor discharge patterns by day of week and identify opportunities to increase early-week discharges. Reinforce communication through daily bed huddles and interdisciplinary rounds to support timely discharge decisions.""]","[""Percentage of patients with a documented estimated discharge date within 48 hours of admission, and the number of discharges that occur early in the weekdays.""]","[""=80% of admitted patients have an estimated discharge date documented within 48 hours""]","[""This initiative supports improved patient flow by increasing inpatient bed availability earlier in the week, thereby reducing ED boarding and admission delays. Early discharge planning is a key strategy to address access and flow challenges and improve patient experience.""]"
current_562086645bcb9cc87520,current_group_e12c69dc32b469ad2858,org_81bf474b8a591abb,ind_bd4c4358368e3f3c,2026/27,Implement ECTAS-based reassessment for emergency department patients,Implement ECTAS-based reassessment for emergency department patients,workplan_only,source_exact_idea,Technology & Digital Tools,[],rule,"[""digital_systems""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Technology & Digital Tools"":[""\\b(?:Meditech|Expanse|Cerner|Teletracking|RHIS|EPR|eCTAS|Qualtrics)\\b|\\b(?:digitiz|digitis)\\w*\\b|\\bvirtual (?:tools|care)\\b|\\bvideo (?:interpretation|monitoring)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_456""]",[],"[""Train staff and track reassessment compliance.""]","[""Percentage of ED patients reassessed within ECTAS timeframes""]","[""Gather initial baseline data""]","[""Supports patient safety during wait times in the ED.""]"
current_0de30bceb8c0f6eb8921,current_group_d27619059432f8bbc5ec,org_84c71dd6340c474d,ind_67ee717abbe20a1b,2026/27,At least one CQI initiative to increase the percentage of respondents who select 'completely' in response to the question: Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?,At least one CQI initiative to increase the percentage of respondents who select 'completely' in response to the question: Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_9""]",[],"[""A collaborative ongoing CQI initiative with patient involvement to identify and implement improvements in care at one selected unit.""]","[""1.Select one unit to implement a CQI initiative with patient involvement 2.Gain a better understanding of the current state 3.Review best practices 4.Identify ideas for improvement 5.Next steps TBD based on findings""]","[""The implementation of a CQI initiative with patient involvement to improve areas and their patients/families experience by Q3-Q4.""]","[""A CQI initiative accompanied by patient involvement will allow for a real-patient to vocalize their concerns, and ideas to enhance the experience and overall satisfaction for future families and patients.""]"
